news_media,Tweet,Tweet_Date,Sentiment_Compound,Sentiment_Positive,Sentiment_Neutral,Sentiment_Negative,News_Media
,"Dalton student Chondi Chastain explains why she tweeted the NRA after her teacher fired a gun at school: ""I just fear if it was a different teacher -- if more teachers have guns, this could have been a lot more tragic than it was"" https://t.co/gJmLZk0Mko https://t.co/8BPcX59UI8",2018-03-02 12:20:55,-0.9099,0.0,0.757,0.243,@CNN
,"5 things for Friday:

- White House
- Russia
- Economy
- Tennessee school bus crash
- Weather

https://t.co/bnJRAhWohB https://t.co/mADs7HMzx4",2018-03-02 12:10:06,-0.4019,0.0,0.828,0.172,@CNN
,"An armed attack is underway in Burkina Faso's capital of Ouagadougou, police and the French ambassador to the West African nation said https://t.co/Gf0QVOh4wO https://t.co/itt3bS2qzP",2018-03-02 12:05:20,-0.4767,0.0,0.881,0.119,@CNN
,Tens of thousands of migrants are trafficked through Nigeria every year. @NimaCNN went undercover to learn about the horrific experience and met a man who escaped slavery after being trafficked. You can ask her your questions on #CNNTalk at 7aET on @CNNi &amp; https://t.co/745837OgDs https://t.co/JkVLxvIfUp,2018-03-02 11:54:07,-0.8807,0.0,0.82,0.18,@CNN
,"L.L. Bean announces that it will no longer sell guns or ammunition to customers younger than 21, becoming the fourth high-profile retailer to change its policy on gun sales to younger customers in the wake of the Florida high school shooting last month https://t.co/1AHEadz2HA https://t.co/uCTLPtcrIu",2018-03-02 11:50:03,-0.5574,0.0,0.903,0.097,@CNN
,"@StCollinson ""Trade wars are good, and easy to win"": President Trump says that trade wars can be good, even though his promise of steel and aluminum tariffs rattled markets https://t.co/kci4j6WB59 https://t.co/UrQTdkB7d0",2018-03-02 11:40:00,0.4215,0.255,0.579,0.167,@CNN
,President Trump's announcement of tariffs on steel and aluminum imports sparks fears of trade wars | Analysis by @StCollinson https://t.co/JkN3CRBAeR https://t.co/NjBXaWXGsG,2018-03-02 11:28:08,-0.7506,0.0,0.738,0.262,@CNN
,"A nor'easter is expected to knock out power, flood neighborhoods and destroy homes along the Atlantic coast on Friday and Saturday https://t.co/xQq2rNRurz",2018-03-02 11:10:06,-0.5423,0.0,0.851,0.149,@CNN
,A new CNN poll conducted by SSRS finds that 70% of Americans are concerned about the number of employees who are serving in the White House without permanent security clearances https://t.co/jEw3q1WPmA,2018-03-02 11:06:34,-0.1867,0.041,0.894,0.065,@CNN
,"Parents arrested after children found living in a box for nearly 4 years, police say https://t.co/QWF1lYVLAL https://t.co/QUfvTEy7xr",2018-03-02 11:02:45,-0.4767,0.0,0.819,0.181,@CNN
,Embattled VA Secretary Shulkin faces skeptical Congress https://t.co/YhgfjWpZp5 https://t.co/V9v3tM9tlL,2018-03-02 11:00:28,-0.3182,0.0,0.777,0.223,@CNN
,How the #MeToo movement is leading to shifting portrayals of young women in kids' TV https://t.co/7sv4SMMC9L,2018-03-02 10:55:07,0.0,0.0,1.0,0.0,@CNN
,This Ghanaian teacher is showing students how to use computers -- without actually having one. Now Microsoft says they'll help out. https://t.co/8Z7VJs6d4a https://t.co/znY6frWmtP,2018-03-02 10:50:19,0.4019,0.109,0.891,0.0,@CNN
,The executive director of the NRA's lobbying arm met with President Trump and Vice President Pence on Thursday evening https://t.co/INIRJgtKT7,2018-03-02 10:36:03,-0.0772,0.0,0.936,0.064,@CNN
,"US officials dismiss President Vladimir Putin's boast of resurgent Russian military might as ""cheesy"" https://t.co/7H9qGRrWG0",2018-03-02 10:32:04,0.0,0.0,1.0,0.0,@CNN
,Rev. Billy Graham had a huge following in Asia - including in North Korea https://t.co/mwDllWvzC8,2018-03-02 10:21:46,0.3182,0.161,0.839,0.0,@CNN
,Ryan Seacrest's Oscar night could prove complicated https://t.co/SRptFTtrdV https://t.co/jDy7e1hWKu,2018-03-02 10:01:05,0.0,0.0,1.0,0.0,@CNN
,"JUST IN: Prince Harry and Meghan Markle will invite more than 2,600 people -- almost half of them members of the public -- to the grounds of Windsor Castle for their wedding  https://t.co/mSpGItedLf https://t.co/PxuaKqTycV",2018-03-02 09:57:08,0.1531,0.046,0.954,0.0,@CNN
,"Scientists have detected traces of the earliest light in the universe thought to emanate from the first stars formed after the Big Bang, billions of years ago. https://t.co/vEBqMydQB3 https://t.co/MKFCSpHdQW",2018-03-02 09:33:03,0.0,0.0,1.0,0.0,@CNN
,Actress Jennifer Lawrence says she's going to spend a year away from movie sets to help get young people engaged with politics https://t.co/LrMwC3bmAb https://t.co/OwLxMdRsTt,2018-03-02 09:00:50,0.6597,0.205,0.795,0.0,@CNN
,A suspected Russian troll has moved to America https://t.co/s0YuWinGXa https://t.co/cS3WJGIdJt,2018-03-02 08:30:19,-0.2263,0.0,0.808,0.192,@CNN
,This Ghanaian teacher is showing students how to use computers -- without actually having one. Now Microsoft says they'll help out. https://t.co/hdH8l92Id0 https://t.co/2K1vVi2Xhn,2018-03-02 08:29:34,0.4019,0.109,0.891,0.0,@CNN
,"Time's Up legal defense fund takes on 1,000 cases https://t.co/En7rjxqMIM",2018-03-02 08:00:09,0.25,0.273,0.727,0.0,@CNN
,"Sen. Orrin Hatch says supporters of the Affordable Care Act are the ""stupidest, dumbass"" people he's ever seen https://t.co/uwikZH8hq5 https://t.co/nzPbRxsMJd",2018-03-02 07:59:06,0.3612,0.228,0.637,0.135,@CNN
,"Let's pour a glass of milk (or juice)
And raise a toast to Dr. Seuss!
https://t.co/jki3B2DTi5",2018-03-02 07:51:01,0.0,0.0,1.0,0.0,@CNN
,"Rev. Billy Graham's funeral is expected to be attended by about 2,300 guests, including President Trump and the first lady https://t.co/ovci7V17k9",2018-03-02 07:42:36,-0.3612,0.0,0.889,0.111,@CNN
,General Motors just revealed a new pickup with a bed made from carbon fiber https://t.co/V2LYjyxMsc https://t.co/zaU4uHLDCZ,2018-03-02 07:30:17,0.0,0.0,1.0,0.0,@CNN
,Why Republicans are angry about Trump's tariffs https://t.co/3SEQjn6ouY,2018-03-02 07:00:24,-0.5106,0.0,0.68,0.32,@CNN
,Venezuelans have just been given a 58% minimum wage hike - but it will be worth less than a fifth of what it was worth a year ago https://t.co/Gqo3Agd2bF,2018-03-02 06:52:04,0.5719,0.17,0.83,0.0,@CNN
,Newly declassified documents confirm a New Zealand teenager attempted to shoot Queen Elizabeth II https://t.co/L4dyFWBwoY,2018-03-02 06:43:09,-0.34,0.0,0.844,0.156,@CNN
,Here's why people come together to throw colored powder at each other during Holi https://t.co/bXLpqtf5Oq,2018-03-02 06:31:02,0.0,0.0,1.0,0.0,@CNN
,Talks to sell the Weinstein Co. are back on https://t.co/llVKKyD8Tr,2018-03-02 06:27:05,0.0,0.0,1.0,0.0,@CNN
,Some of America's top allies are really angry about Trump's tariffs https://t.co/wCwt2pofvi,2018-03-02 06:24:02,-0.4201,0.117,0.65,0.233,@CNN
,Russian President Vladimir Putin used a concept video of nuclear warheads apparently raining down on Florida to tout his country's new firepower https://t.co/odlmFTBfW3 https://t.co/SAPCqJdGHG,2018-03-02 06:19:05,-0.128,0.0,0.936,0.064,@CNN
,"US counterintelligence officials at the FBI are scrutinizing one of Ivanka Trump’s international business deals, sources tell CNN exclusively https://t.co/i57cxzpwYR",2018-03-02 06:12:14,0.0,0.0,1.0,0.0,@CNN
,When Jeff Sessions finally called Trump's bluff https://t.co/AnsMRbrrmQ,2018-03-02 06:00:15,0.0,0.0,1.0,0.0,@CNN
,Chattanooga school bus driver found guilty of 6 students' deaths in crash https://t.co/HfexyqpJwu https://t.co/mxWPeYNElC,2018-03-02 05:28:05,-0.6705,0.0,0.667,0.333,@CNN
,Tens of thousands of Californians have been ordered to evacuate as storm brings mudslide risk https://t.co/oJkZtJDGtL https://t.co/FShKWxIhAI,2018-03-02 05:13:20,-0.2732,0.0,0.884,0.116,@CNN
,Gunmakers are coming to grips with a new reality after Parkland https://t.co/AyNJ19fj8K,2018-03-02 05:01:02,0.0,0.0,1.0,0.0,@CNN
,The Treasury Department moved to block a university from releasing footage of hecklers during an interview with Secretary Mnuchin https://t.co/NNZxuqEy0z,2018-03-02 04:53:38,-0.2732,0.083,0.783,0.134,@CNN
,"President Trump's guns meeting -- which one Republican Senator called ""surreal"" -- delays White House rollout of policy proposals https://t.co/JbzQMKCqmI",2018-03-02 04:40:50,0.0,0.0,1.0,0.0,@CNN
,California's gun seizure squad finds an arsenal under a bed https://t.co/ZGQGiUZfo5,2018-03-02 04:26:04,-0.34,0.0,0.789,0.211,@CNN
,How to watch the 2018 #Oscars Best Picture nominees online https://t.co/aPENxbYstJ,2018-03-02 22:50:10,0.6369,0.296,0.704,0.0,@FoxNews
,'Baywatch' star Angelica Bridges sued over dead dog https://t.co/VEE09qMIhS,2018-03-02 22:43:30,-0.6486,0.0,0.65,0.35,@FoxNews
,Airlines cancel thousands of flights as nor'easter slams East Coast https://t.co/U0yrV9n0nP,2018-03-02 22:32:48,-0.25,0.0,0.833,0.167,@FoxNews
,".@JesseBWatters: ""I don't trust Mueller. I don't trust anybody. I trust myself. That's about it.""  #TheFive  https://t.co/Iuw5YcLGQs https://t.co/fuHuE1M0HM",2018-03-02 22:31:37,-0.7967,0.0,0.616,0.384,@FoxNews
,"After @Delta withstood swift political retribution in its home state of Georgia for cutting ties with the @NRA, the airline's chief executive insisted Friday ""we are not taking sides"" in the national debate over guns. https://t.co/wXx3RJF7G9 https://t.co/GbOMjSeZX2",2018-03-02 22:27:22,0.0772,0.047,0.914,0.039,@FoxNews
,SWEET AS SUGAR: A young girl made a new friend in Sugar the river otter at the @CincinnatiZoo. https://t.co/Cq5cayzQ69,2018-03-02 22:18:49,0.7865,0.316,0.684,0.0,@FoxNews
,Your Amazon deliveries are being photographed https://t.co/4TbJiL91R8,2018-03-02 22:14:10,0.1779,0.221,0.779,0.0,@FoxNews
,Officers killed in the line of duty in 2018 https://t.co/RvlddGFDZ1,2018-03-02 22:13:14,-0.6705,0.0,0.667,0.333,@FoxNews
,"Powerful nor'easter claims at least one life; 'life &amp; death' situation, weather officials say https://t.co/hUiS2r0bhi",2018-03-02 21:59:11,-0.2732,0.142,0.66,0.198,@FoxNews
,"Georgia teacher had guns taken away from him after he set car afire, sheriff says https://t.co/6ld0KkGahZ",2018-03-02 21:54:54,0.0,0.0,1.0,0.0,@FoxNews
,"Jim McGreevy on @POTUS' tariff plans: ""Tariffs are taxes and taxes are job killers and prosperity killers."" @TeamCavuto https://t.co/oEjpqgEfjN",2018-03-02 21:46:08,-0.6486,0.0,0.807,0.193,@FoxNews
,DOJ takes new look at ex-Navy sailor's request for presidential pardon https://t.co/bk4OXfXQeQ,2018-03-02 21:41:49,0.3182,0.173,0.827,0.0,@FoxNews
,"'Scandalous' Season Finale: Clinton's Acquittal, Where Are They Now? https://t.co/SMRP3p2gT8",2018-03-02 21:38:06,0.0,0.0,1.0,0.0,@FoxNews
,".@TomColeOK04 on bipartisan gun control discussions: ""We've got a lot more in common than we do that divides us. We ought to work on those things and see what we can do to address the problem.""  @TeamCavuto https://t.co/ecpdS3eAsL",2018-03-02 21:33:53,-0.34,0.0,0.938,0.062,@FoxNews
,"BREAKING: Indiana sheriff’s deputy fatally shot by fleeing suspect, police confirm https://t.co/5ltdRmRJuD",2018-03-02 21:29:24,-0.7506,0.0,0.61,0.39,@FoxNews
,".@JonathanHoenig on @POTUS' tariff plan: ""Look up Herbert Hoover...he turned what could have been a mild recession into a decade-long great depression. We're headed on the same road."" @TeamCavuto https://t.co/iMVB1jihOn https://t.co/YxOg8sg81y",2018-03-02 21:22:16,-0.34,0.112,0.71,0.178,@FoxNews
,"Earlier, White House Chief of Staff John Kelly said he has no plans of stepping down amid questioning over his handling of the Rob Porter domestic abuse allegations. https://t.co/MzSckq1IcV https://t.co/I1f6goa6m6",2018-03-02 21:13:48,-0.886,0.0,0.695,0.305,@FoxNews
,#BreakingNews: Stocks stage major comeback with S&amp;P 500 and Nasdaq closing higher. https://t.co/TwNCTVi7K5 https://t.co/s2qS3WAMuA,2018-03-02 21:08:29,0.0,0.0,1.0,0.0,@FoxNews
,Woman accused of killing brother over huge Colorado ranch worth millions https://t.co/rrQ2W15d3n,2018-03-02 21:00:09,-0.5267,0.223,0.426,0.351,@FoxNews
,"Georgia teacher had guns taken away from him after he set car afire, sheriff says https://t.co/3iKH5VuBAz",2018-03-02 20:48:32,0.0,0.0,1.0,0.0,@FoxNews
,'Pronouns matter': Georgia college suggests 'ne' and 've' as gender-neutral words https://t.co/YmYJsXbyF3,2018-03-02 20:40:15,0.0,0.0,1.0,0.0,@FoxNews
,"Earlier, @VP tweeted about Rev. #BillyGrahamFuneral. https://t.co/6ooSmSIwSj https://t.co/IM8BMVVVI6",2018-03-02 20:29:16,0.0,0.0,1.0,0.0,@FoxNews
,Indonesian Christians flogged outside of mosque for violating sharia law https://t.co/gaTXeA8uSE,2018-03-02 20:23:44,-0.5423,0.0,0.741,0.259,@FoxNews
,US to keep diplomatic staff in Cuba at minimum as questions remain about 'health attacks' on employees https://t.co/rxxuQEfLai,2018-03-02 20:17:22,-0.4404,0.0,0.854,0.146,@FoxNews
,Remarkable video shows tiger and bear locked in ferocious fight https://t.co/yBAa5ZQU8C,2018-03-02 20:09:03,0.1531,0.231,0.513,0.256,@FoxNews
,".@amandalitman on urging progressive millennials to run for office: ""Conservatives have been doing this for a lot longer, and a lot better, quite honestly.""  @dailybriefing https://t.co/PeYqzCuaKI",2018-03-02 19:58:13,0.4404,0.112,0.888,0.0,@FoxNews
,Billy Graham statue being planned for US Capitol https://t.co/aDy28IURtB,2018-03-02 19:45:00,0.0,0.0,1.0,0.0,@FoxNews
,'Markets Do Not Like This': Sandra Smith Grills WH Trade Official on Steel Tariffs https://t.co/C9U9hFdMrb,2018-03-02 19:43:20,0.3612,0.152,0.848,0.0,@FoxNews
,.@MtPleasantMI tweets about the suspect in Central Michigan University shooting. https://t.co/HReCNERr2t https://t.co/XM4rYAG97E,2018-03-02 19:35:03,-0.296,0.0,0.833,0.167,@FoxNews
,"L.L. Bean joins Kroger, Walmart in raising minimum age for gun sales  https://t.co/6Kd8hhMEmQ",2018-03-02 19:31:00,-0.34,0.0,0.833,0.167,@FoxNews
,Total nuclear arsenal. https://t.co/6X0o1qCQkm,2018-03-02 19:30:38,0.0,0.0,1.0,0.0,@FoxNews
,OPINION: The incredible @realDonaldTrump agenda -- What most Americans don't know about the war the president has waged https://t.co/jLM7IHmikt,2018-03-02 19:28:05,-0.5994,0.0,0.822,0.178,@FoxNews
,China reaction to steel tariffs. https://t.co/kszfUMqP8X,2018-03-02 19:26:15,0.0,0.0,1.0,0.0,@FoxNews
,".@CondoleezzaRice: ""I think the American people are ready to move on."" https://t.co/Iuw5Yd3hI0 https://t.co/Z44JZi6PE9",2018-03-02 19:25:00,0.3612,0.172,0.828,0.0,@FoxNews
,".@Varneyco: ""Only 210,000 new claims for unemployment benefits last month - that is an historic low. I've lived in America and covered this for 40-odd years. I've never seen anything like that."" https://t.co/jBSOkHUvu8",2018-03-02 19:15:57,-0.5439,0.069,0.743,0.189,@FoxNews
,U.S. Trade deficit with China in 2017 https://t.co/xqeZxquqNm,2018-03-02 19:15:55,-0.4019,0.0,0.722,0.278,@FoxNews
,US debt will exceed the size of economy within a decade: study https://t.co/JQ8yG38nIg,2018-03-02 19:15:36,-0.3612,0.0,0.815,0.185,@FoxNews
,Raising gun sale age will trigger litigation at state level: ex-Attorney General Alberto Gonzales https://t.co/WuAq7tq8SS,2018-03-02 19:15:32,-0.4939,0.0,0.756,0.244,@FoxNews
,".@PressSec: ""We just passed the biggest tax cuts in history. ISIS is on the run. We're rebuilding our military. We're rebuilding the judiciary, remaking what that looks like. The economy is strong."" https://t.co/Y84hWQQddh",2018-03-02 19:14:38,0.0772,0.07,0.868,0.062,@FoxNews
,"Tell us how you really feel, Senator @OrrinHatch. https://t.co/kqwCpSKlL1 https://t.co/EuzSZJveqT",2018-03-02 19:06:09,0.0,0.0,1.0,0.0,@FoxNews
,"Some 2,300 people attended #BillyGrahamFuneral. #BillyGraham https://t.co/DRP68JWXNI",2018-03-02 19:01:46,0.0,0.0,1.0,0.0,@FoxNews
,The President @realDonaldTrump/@ABFalecbaldwin feud continues... https://t.co/lEYspZTmR1 https://t.co/N95jbCa6zp,2018-03-02 18:59:57,-0.34,0.0,0.714,0.286,@FoxNews
,".@fatherjonathan: ""The reason why #BillyGraham is being honored in the way that he is... was because he preached the Gospel of Jesus Christ in a profound way that changed millions and millions of people's ordinary lives."" https://t.co/jkEkiq9AXQ",2018-03-02 18:53:53,0.5859,0.098,0.902,0.0,@FoxNews
,"Man disarms would-be church shooter, gets shot by police https://t.co/npM9RR1J0z",2018-03-02 18:45:22,0.0,0.0,1.0,0.0,@FoxNews
,"""The world with all of its political correctness would want you to believe that there are many roads to God. It's just not true.""

WATCH: @Franklin_Graham's full remarks at #BillyGrahamFuneral - Part 2. #BillyGraham https://t.co/UrJox8lTlM",2018-03-02 18:36:00,0.34,0.096,0.904,0.0,@FoxNews
,"""Today, he's in Heaven. His journey is complete.""

WATCH: @Franklin_Graham's full remarks at #BillyGrahamFuneral - Part 1. #BillyGraham https://t.co/zsUyKJZdjf",2018-03-02 18:34:00,0.5106,0.163,0.837,0.0,@FoxNews
,Desperate dragnet on for 19-year-old James Eric Davis who killed two in 'domestic' incident in Michigan college dorm https://t.co/HReCNERr2t https://t.co/VqbRT3u3i1,2018-03-02 18:25:44,-0.7783,0.0,0.726,0.274,@FoxNews
,Bagpipes are played at #BillyGrahamFuneral as the casket carrying the body of the late Rev. #BillyGraham is carried out. https://t.co/5q76pZ48se,2018-03-02 18:24:39,0.34,0.112,0.888,0.0,@FoxNews
,Desperate dragnet on for 19-year-old who killed two in 'domestic' incident in Central Michigan University dorm https://t.co/rFUaTddh3N #FoxNews,2018-03-02 18:16:23,-0.7783,0.0,0.702,0.298,@FoxNews
,".@Franklin_Graham: ""[Jesus Christ] is the only one in history to take our sins and to pay the debt of sin."" #BillyGraham #BillyGrahamFuneral https://t.co/vuuLu6oRza",2018-03-02 18:06:28,-0.7096,0.0,0.743,0.257,@FoxNews
,".@Franklin_Graham: ""The world with all of its political correctness would want you to believe that there are many roads to God. It's just not true."" #BillyGraham #BillyGrahamFuneral https://t.co/dVYhj0QEUg",2018-03-02 18:04:41,0.34,0.116,0.884,0.0,@FoxNews
,"BREAKING NEWS: Police identify the Central Michigan University shooter as James Eric Davis, Jr., 19. https://t.co/HReCNERr2t https://t.co/jiHXTE3IaD",2018-03-02 18:02:48,0.0,0.0,1.0,0.0,@FoxNews
,".@Franklin_Graham: ""My father would want you to know that he believed the Bible to be the infallible word of God."" #BillyGraham #BillyGrahamFuneral https://t.co/xKxNZnetJZ",2018-03-02 18:01:07,0.0772,0.056,0.944,0.0,@FoxNews
,".@Franklin_Graham: ""He has often said that someday you will read that #BillyGraham is dead. He said, 'Don't you believe one word of it.' He said, 'I'll be more alive than I am now. I'll have just changed addresses, that's all."" #BillyGrahamFuneral https://t.co/ZSNN1o9gl9",2018-03-02 17:59:12,-0.3415,0.063,0.844,0.093,@FoxNews
,".@Franklin_Graham: ""He loved her and she loved him. My mother was a part of my father's life at every turn. When I think about my father, I can sit quietly and I can still hear his voice."" #BillyGraham #BillyGrahamFuneral https://t.co/azoTAPLWm9",2018-03-02 17:57:38,0.8316,0.187,0.813,0.0,@FoxNews
,".@Franklin_Graham: ""Today, he's in Heaven. His journey is complete."" #BillyGraham #BillyGrahamFuneral https://t.co/NFtrmNGdQN",2018-03-02 17:55:59,0.5106,0.231,0.769,0.0,@FoxNews
,".@Franklin_Graham: ""We have come here today to honor a man of God."" #BillyGraham #BillyGrahamFuneral https://t.co/Qahx4QbKte",2018-03-02 17:54:38,0.4939,0.198,0.802,0.0,@FoxNews
,"Billy Kim: ""Mr. Graham, on behalf of millions of international Christians around the world... thank you for your bringing salvation message to our part of the world."" #BillyGraham #BillyGrahamFuneral https://t.co/q4EH3NVVWz",2018-03-02 17:53:54,0.3612,0.079,0.921,0.0,@FoxNews
,"Nelson 'Ned' Graham, son of #BillyGraham: ""My father was FAT. He was Faithful, he was Available, and he was Teachable... May we all be that way."" #BillyGrahamFuneral https://t.co/3NFi7pasMt",2018-03-02 17:48:33,0.4404,0.097,0.903,0.0,@FoxNews
,"Ruth Graham, daughter of #BillyGraham: ""My father was not God but he showed me what God was like that day."" #BillyGrahamFuneral https://t.co/jmooTdUBIt",2018-03-02 17:41:09,0.1586,0.126,0.734,0.14,@FoxNews
,"Anne Graham Lotz, daughter of #BillyGraham: ""I believe God is saying: wake up, church. Wake up, world. Wake up, Anne. Jesus is coming. Jesus is coming.'"" #BillyGrahamFuneral https://t.co/ua2226u5Pk",2018-03-02 17:34:58,0.2732,0.072,0.928,0.0,@FoxNews
,"Ruth Graham, daughter of #BillyGraham: ""Even this week, @POTUS told us about his #BillyGraham story. As a little boy, his father took him to Yankee Stadium to hear my father preach."" #BillyGrahamFuneral https://t.co/AinMiXtZ25",2018-03-02 17:33:58,0.0,0.0,1.0,0.0,@FoxNews
,"Virginia 'Gigi' Graham, daughter of #BillyGraham, on mother and father: ""God has now brought them back together again for eternity."" #BillyGrahamFuneral https://t.co/2TfBuus49I",2018-03-02 17:27:49,0.2732,0.091,0.909,0.0,@FoxNews
,School shootings prompt more teachers to consider carrying guns (via @AndrewOReilly84) https://t.co/pt4BQY8tQf,2018-03-02 17:27:45,0.0,0.0,1.0,0.0,@FoxNews
,"Jean Ford, sister of #BillyGraham: ""On February the 21st, Heaven came down and took my brother from me."" #BillyGrahamFuneral https://t.co/32GwAe181M",2018-03-02 17:23:04,0.5106,0.148,0.852,0.0,@FoxNews
,"Pastor Donald J. Wilton: ""Mr. Graham had a profound and deeply spiritual conviction concerning the word of God, the Bible. He loved the Bible. It governed how he lived and it governed how he died."" #BillyGrahamFuneral https://t.co/4zFSSdpNhB",2018-03-02 17:19:47,0.7184,0.15,0.85,0.0,@FoxNews
,".@POTUS, @FLOTUS, @VP at #BillyGrahamFuneral. https://t.co/tFX7t7Hhcg",2018-03-02 17:14:12,0.0,0.0,1.0,0.0,@FoxNews
,"Chris Wallace: ""There's no question he's one of the giants of the 20th century."" #BillyGraham https://t.co/K3NdZZK0m3",2018-03-02 17:11:03,-0.296,0.0,0.872,0.128,@FoxNews
,Trump tariff allows Century Aluminum to hire hundreds: CEO   https://t.co/yXdl7mPnMx,2018-03-02 17:07:52,0.0,0.0,1.0,0.0,@FoxNews
,Dow off sessions lows: https://t.co/1yowo5KOWO,2018-03-02 17:07:51,-0.2023,0.0,0.69,0.31,@FoxNews
,".@BretBaier: ""He met with every president through @BarackObama since World War II. He actually  met @realDonaldTrump in 2013... The Rev. #BillyGraham touched this country's life arguably more than any single religious figure."" https://t.co/sGkvynsVoc",2018-03-02 17:06:35,-0.7096,0.0,0.84,0.16,@FoxNews
,.@Franklin_Graham arrives at his seat at funeral of his father #BillyGraham. https://t.co/MvJ3rVSJUn,2018-03-02 17:06:13,-0.3612,0.0,0.815,0.185,@FoxNews
,".@POTUS, @FLOTUS, @VP, @SecondLady walk to tent for funeral service of #BillyGraham. https://t.co/YzNeRwjKYI",2018-03-02 17:03:40,-0.3612,0.0,0.828,0.172,@FoxNews
,Girl With No Job fans demand Oath bring back Claudia Oshry's 'The Morning Breath' (@Sashafb) https://t.co/Eqqwe02mfx,2018-03-02 17:02:16,-0.4019,0.0,0.791,0.209,@FoxNews
,".@SandraSmithFox: ""His son said earlier today, '@POTUS called and offered the National Cathedral. We politely said no thank you. We're going to hold this service where everything began for our father.'"" #BillyGraham https://t.co/Bi7bRYy9Au",2018-03-02 17:00:31,0.0772,0.07,0.868,0.062,@FoxNews
,"Georgia governor signs bill nixing Delta tax break after NRA split- via @brookefoxnews 
https://t.co/hnWhrIop4N",2018-03-02 16:59:22,0.0,0.0,1.0,0.0,@FoxNews
,"Happening Now: Funeral of #BillyGraham - For full live coverage, tune in to Fox News Channel. https://t.co/Vn6p0PNkmC",2018-03-02 16:58:48,-0.3612,0.0,0.857,0.143,@FoxNews
,"Happening Now: Funeral of #BillyGraham - For full live coverage, tune in to Fox News Channel. https://t.co/VaG7Uj3tc6",2018-03-02 16:55:51,-0.3612,0.0,0.857,0.143,@FoxNews
,"Condoleezza Rice mocks Putin over ‘absurd’ missile threats - via @brookefoxnews
https://t.co/a5WVGOINMv",2018-03-02 16:52:55,-0.7003,0.0,0.608,0.392,@FoxNews
,NRA loyalty: HotelPlanner CEO refuses to cut ties with organization  https://t.co/xy5I0QdiSz,2018-03-02 16:52:53,0.34,0.24,0.616,0.144,@FoxNews
,".@SecretaryRoss on tariffs: ""You've got to look at the job creation and the impact on American employees. American employees have bore the brunt of all the imported steel and Aluminum that's been coming in."" https://t.co/gPr8Ati7Gu",2018-03-02 16:50:17,0.0258,0.057,0.889,0.054,@FoxNews
,"2 killed at Central Michigan University, gunman 'armed and dangerous' still at large https://t.co/rFUaTddh3N",2018-03-02 16:49:43,-0.8225,0.0,0.591,0.409,@FoxNews
,".@secretaryross on President @realDonaldTrump's proposed tariffs: ""Everyone talks about the price, but what about the jobs?"" https://t.co/RhQlyMTo5h",2018-03-02 16:48:51,0.0,0.0,1.0,0.0,@FoxNews
,A funeral service is held for the late Reverend Billy Graham. https://t.co/AMS88cW2lK,2018-03-02 16:38:46,-0.3612,0.0,0.8,0.2,@FoxNews
,Massive storm forces hundreds of flights to be canceled https://t.co/tyatusdRaV,2018-03-02 16:38:09,0.0,0.0,1.0,0.0,@FoxNews
,World Steel Production https://t.co/0D7R5j2OVm,2018-03-02 16:34:47,0.0,0.0,1.0,0.0,@FoxNews
,"Trump, Pence 'don't want gun control,' NRA's chief lobbyist says after meeting https://t.co/avoaoB2Vrk https://t.co/unuv1lD5sj",2018-03-02 16:34:43,0.2057,0.133,0.786,0.08,@FoxNews
,Companies cutting ties with the NRA https://t.co/8bqvABF6X6,2018-03-02 16:34:39,-0.128,0.0,0.8,0.2,@FoxNews
,Chris Wallace: @GameOfThrones Has Nothing on the @realDonaldTrump @WhiteHouse https://t.co/1KqA0fQ9M6,2018-03-02 16:32:47,0.0,0.0,1.0,0.0,@FoxNews
,Recent school shootings in the US https://t.co/ZmjXzgCXLj,2018-03-02 16:29:23,0.0,0.0,1.0,0.0,@FoxNews
,The Curiosity rover just drilled into a rock on Mars for 1st time since 2016 https://t.co/80W5EJF7Hd,2018-03-02 16:27:19,0.0,0.0,1.0,0.0,@FoxNews
,"2 killed at Central Michigan University, gunman 'armed and dangerous' https://t.co/rFUaTddh3N",2018-03-02 16:23:37,-0.8225,0.0,0.513,0.487,@FoxNews
,Condoleezza Rice mocks Putin over ‘absurd’ missile threats https://t.co/7Q6q3uhssX,2018-03-02 16:18:06,-0.7003,0.0,0.547,0.453,@FoxNews
,"Trump declares 'trade wars are good,' digs in amid tariff turmoil https://t.co/0asd7ah2hl",2018-03-02 16:16:40,-0.7269,0.0,0.621,0.379,@FoxNews
,"2 killed at Central Michigan University, gunman 'armed and dangerous' https://t.co/3fnrll4JqL https://t.co/2REAHNWQZE",2018-03-02 16:13:26,-0.8225,0.0,0.542,0.458,@FoxNews
,"Central Michigan University campus is on lockdown; police say 2 victims were not students, still looking for ""armed and extremely dangerous"" suspect. https://t.co/3fnrll4JqL https://t.co/dCBaXTLkzP",2018-03-02 16:10:11,-0.8004,0.0,0.71,0.29,@FoxNews
,BREAKING NEWS: Central Michigan University police say at least 2 dead in dormitory shooting https://t.co/3fnrll4JqL https://t.co/hlCJbNHt2D,2018-03-02 16:00:22,-0.6486,0.0,0.765,0.235,@FoxNews
,.@MtPleasantMI tweets about the suspect in Central Michigan University shooting. https://t.co/HReCNERr2t https://t.co/yfF4HCVjm4,2018-03-02 15:51:45,-0.296,0.0,0.833,0.167,@FoxNews
